alexa_rank,company_name,company_url,score,serial_number,verb,web_info
7397,无忧考网,51test.net,得分:4248,19,1919,网站简介：无忧考网是中国教育考试门户网站，提供学历、资格、英语、计算机、财经、医药、建筑等考试报名时间、成绩查询、试题答案、培训课程信息。
2658,太平洋亲子网亲子百科,baike.pcbaby.com.cn,得分:4246,20,711,网站简介：太平洋亲子网亲子百科，提供全面的生活百科和疾病百科资讯。太平洋亲子网，让新手爸爸妈妈学会育儿！
12300,中国教育在线,eol.cn,得分:4214,21,7168,网站简介：中国教育在线是中国领先的综合教育门户，主要发布高考、考研、自考、成人高考、教师招聘、就业、留学等权威的招考、招生、就业、招聘、复习、辅导信息，并设有校园、博客、...
1594,沪江英语,hjenglish.com,得分:4212,22,4460,网站简介：沪江英语是沪江旗下英语学习资讯网站，是国内具有亲和力的英语学习网站之一，专注于打造人气的英语学习交流互动网站，为全国数千万英语学习者提供专业服务。
22406,诗词名句网,shicimingju.com,得分:4210,23,382,网站简介：诗词名句网（www.shicimingju.com）古诗词大全|诗歌|诗词鉴赏|古诗名句|诗句赏析！
1679,沪江网,hujiang.com,得分:4206,24,6820,网站简介：沪江网提供英语、日语、法语、韩语、网校等相关资讯，沪江网校、外语部落、小Q问答等学习社区，Super背单词、小D翻译、网校图书馆等学习工具；在沪江，收获的不仅仅是外语。
121,谷歌翻译,translate.google.cn,得分:4202,25,2580,网站简介：Google 免费的在线翻译服务可即时翻译文本和网页。
2174,新东方,xdf.cn,得分:4194,26,19252,网站简介：新东方网（www.xdf.cn）是新东方教育科技集团推出的一站式学习互动交流平台，新东方网的内容涵盖了英语学习规划、成长导航、新东方搜课、新东方老师答问、在线咨询、网上测...
1482,奇虎网,qihoo.com,得分:4177,27,22707,网站简介：奇虎网（www.qihoo.com）有问题，问奇虎！不论您遇到任何问题，在奇虎提问都可以在瞬间获得答案，带给您从未有过的便捷与实用。来奇虎回答问题，更可以获得金币奖励.
3067,果壳网,guokr.com,得分:4177,28,1072,网站简介：果壳网（www.guokr.com）是开放、多元的泛科技兴趣社区，并提供负责任、有智趣的科技主题内容。
4154,新东方在线,koolearn.com,得分:4177,29,10811,网站简介：新东方在线是由新东方集团全资创办官方网校，提供出国留学、考研培训、英语培训和职业教育培训的综合网络教育培训机构，依托强大的新东方师资力量与教学资源，拥有先进的教...
12300,高考志愿填报参考系统,gkcx.eol.cn,得分:4166,30,329,网站简介：高考志愿填报参考系统为考生提供权威的高校2016年高考招生信息查询，内容包括：本科专业查询、高职专业查询、2016年高考招生计划和招生简章查询、各省及高校历年录取分数线...
31804,短文学网,duanwenxue.com,得分:4163,31,861,网站简介：短文学网（www.duanwenxue.com），精选推荐短篇原创文学。在线阅读伤感日志，经典语录，qq日志及情感文章，心情故事；或发表心情日记，情感日记，心情短语。经典文章语录，...
276,有道词典,dict.youdao.com,得分:4152,32,370,网站简介：有道词典在线版（网页版），网易出品。主要功能为：查词典；在线翻译；英汉、汉英、英英、日汉、韩汉、法汉、汉语词典(字典)查询；网络释义；海量例句；单词发音。
276,有道翻译,fanyi.youdao.com,得分:4148,33,968,网站简介：有道翻译提供即时免费的中、英、日、韩、法文全文翻译、网页翻译服务。
2134,萌娘百科,zh.moegirl.org,得分:4146,34,169,网站简介：萌娘百科是一个ACG萌娘向wiki百科站点，旨在完整准确收录萌化，拟人化，娘化作品。任何人都可自由编辑！
4376,句子迷,juzimi.com,得分:4146,35,160,网站简介：句子迷（www.juzimi.com）网站是专注于佳句美句的发布、收藏和分享社区。你可以把句子迷网站当成你的私人句子摘抄本。
8564,汉典,zdic.net,得分:4146,36,3713,"网站简介：汉典,旨在宏扬中华文化"
64715,作文网,zuowen.com,得分:4144,37,824,网站简介：作文网提供专业、原创中小学生作文，包括中考满分作文、高考满分作文、零分作文、优秀作文大全、作文素材、作文辅导、英语作文等，欢迎踊跃投稿。
29787,汉辞网,hydcd.com,得分:4131,38,256,网站简介：《汉辞网》是汉语大辞典的官方网站，提供汉语大辞典下载、使用方法及常见问题解答。同时提供了新华字典、汉语词典、成语词典、古诗词、古文翻译、近义词、反义词等在线查询...
10033,中华会计网校,chinaacc.com,得分:4121,39,3652,网站简介：中华会计网校是权威专业的会计门户网站，美国纽交所上市公司，会计培训著名品牌！常年从事初级会计职称，中级会计职称，注册会计师，注册税务师，资产评估师，高会，经济师...
24629,高三网,gaosan.com,得分:4115,40,409,网站简介：高中三年，陪你一起走过，涵盖高中全部科目学习方法和学习资料，以及高招信息，如大学名单、专业介绍等。有我陪伴，明天更光彩！
987,360doc个人图书馆,360doc.com,得分:4091,41,1163,"网站简介：“360doc个人图书馆”是“北京六智信息技术股份有限公司”运营的免费个人与企业知识管理网站，用户注册后，即可在360doc上免费拥
有自己的网上个人图书馆，进行网页文章收藏..."
12426, 趣历史网,qulishi.com,得分:4080,42,112,"网站简介：趣历史是国内好的历史网站,一个历史知识的百科大全。趣历史专注于搜集整理各朝代人物、战争、野史、文化等全方面历史知识,以及环球各个国家历史文化,为您提供全面的历史知识..."
1804,道客巴巴,doc88.com,得分:4078,43,263,"网站简介：道客巴巴(doc88.com)是一个在线文档分享平台。你可以上传学术论文,研究报告,行业标准,课后答案,教学课件,工作总结,作文等电子文档，可以自由交换文档，还可以分享新的行业资..."
41444,初中作文网,www.99zuowen.com,得分:4078,44,407,"网站简介：初中作文网涵盖了初中作文,初中作文600字,初中作文500字,初中作文大全的初中生优秀作文网,是广大的初中生学习投稿交流的初中作文网站."
11632,魔方格,mofangge.com,得分:4076,45,722,网站简介：魔方格是中小学生的学习社区，专注于小考、中考、高考的命题研究，提供同步学习、考试预测、成绩评估、答题竞赛、同学社交等诸多神秘魔方应用。
1499,学信网,www.chsi.com.cn,得分:4062,46,17436,网站简介：中国高等教育学生信息网(简称：学信网 www.chsi.com.cn)是教育部指定的电子政务平台。依托全国高等学校学生信息咨询与就业指导中心建立了集高校招生、学籍学历、毕业生就业...
4355,MBA智库百科,wiki.mbalib.com,得分:4056,47,282,网站简介：MBA智库百科，专注于经济管理领域知识的创建与分享。包括企业管理、市场营销、管理咨询、人力资源、战略管理、MBA案例、财务会计、广告、品牌、经济、金融、法律、博弈论、...
4143,e书联盟,book118.com,得分:4044,48,30,"网站简介：e书联盟提供各类电子书下载,其中含比较专业的电子图书,提供部分电子书在线阅读(电子书在线阅读器由自主开发,保护作者版权),承接电子书发布、作者投稿,承接电子书制作。"
815,菜鸟教程,runoob.com,得分:4030,49,0,"网站简介：菜鸟教程(www.runoob.com)提供了编程的基础技术教程, 介绍了html、css、javascript、python，java，ruby，c，php , mysql等各种编程语言的基础知识。 同时本站中也提供了大..."
7473,铁血网,tiexue.net,得分:4022,50,34581,网站简介：铁血网
5768,超级大本营,cjdby.net,得分:4007,51,213,网站简介：超级大本营（www.cjdby.net）论坛，简称超大。由众多爱国网友于2002年建立，以'超然物外，有容乃大'为宗旨，本着'大话网络，共同进步'的精神，目前以吸引注...
14145,233网校,www.233.com,得分:4006,52,1322,网站简介：&quot;考试大网站 提供公务员，外语类，财会类，建筑类，职业资格，学历考试，医药类，外贸类，计算机类等考试的报名时间、考试时间、考试大纲、成绩查询等相关资讯以及...
14951,华图教育官网,huatu.com,得分:4006,53,6705,网站简介：华图教育是华图宏阳股份旗下品牌，拥有遍布全国的数百家分支机构。主要产品包括中央和地方公务员招录考试辅导，事业单位、三支一扶、村官、选调生、招警等考试辅导。
21215,西陆网,xilu.com,得分:3999,54,5881,网站简介：西陆网是中国第一军事门户网站，军事领域范围广、军事内容权威、军迷影响力大、历史久。为大国之崛起，关注中国军事利益，对比国际军事力量，探寻军事战略，解读军事战争历...
6197,学科网,zxxk.com,得分:3983,55,2694,"网站简介：中学学科网，是一家专业为中考、高考提供教学资源服务的网站，网站拥有试题、试卷、课件、教案等教学资源近200多万套,内容涵盖初中、高中九大学科，每日更新教学资料2000多..."
4,百度阅读,yuedu.baidu.com,得分:3981,56,4247,网站简介：百度阅读提供丰富的电子图书、畅销书排行榜，种类包括小说、文学、传记、艺术、少儿、经济、管理、生活等电子书的网上销售，为您提供佳的阅读体验。
58963,文章阅读网,duwenzhang.com,得分:3980,57,696,网站简介：文章阅读网（www.duwenzhang.com）提供爱情、亲情、友情等情感文章欣赏及人生感悟、经典、哲理、励志、搞笑文章，校园文章、美文故事、散文随笔等免费在线阅读。
2092,北京大学,pku.edu.cn,得分:3978,58,4883,网站简介：北京大学作为国内前茅的文理医工综合性大学，在培养高素质创新型人才、取得突破性科研进展，以及为国民经济发展和社会进步提供智力支持等方面都发挥着极其重要的作用。
12322,精英家教网,1010jiajiao.com,得分:3966,59,226,"网站简介：专业家教网站，能够提供语文，
数学，英语，物理，化学等学科以及奥数，小提琴，钢琴，书法，计算机
等全方位的家庭教育服务。为广大学员提供各学科的兼职家教老师和专职家..."
22297,考试吧,exam8.com,得分:3966,60,3429,"网站简介：考试吧--中国教育培训第一门户,百万考生首选，提供计算机考试、外语考试、资格考试、学历考试、会计考试、工程考试、医学考试类等128种考试信息及培训服务。"
10587,可可英语,kekenet.com,得分:3962,61,1248,"网站简介：国内著名的免费英语学习网站,主要频道有VOA慢速英语,VOA常速英语,bbc英语听力,英语口语,英文歌曲,影视英语,新概念,四六级等英语考试,同时提供大量音频和课件下载。"
17592,词典网,www.cidianwang.com,得分:3962,62,183,网站简介：词典网 CiDianWang.com 提供丰富的字典，词典查询，是中小学生学习国学、书法、外语的好工具。在词典网您可以查新华字典、康熙字典、书法字典、英汉词典、韩语词典、日语词...
31704,语文迷,yuwenmi.com,得分:3960,63,1365,网站简介：【语文迷】作为中国专业的语文学习网站，开设汉字、词语、成语、 句子、段落、作文、古诗、故事、国学、文章阅读等栏目，致力于提升广大语文爱好者听、说、读、写、思等能力...
12034,东奥会计在线 ,dongao.com,得分:3959,64,1513,"网站简介：东奥会计在线是国内知名大型会计远程教育网校,提供注册会计师考试培训,初级、中级会计职称考试培训,注册税务师考试培训,会计继续教育培训,从业资格考试辅导。另外提供各类考..."
1943,慕课网,www.imooc.com,得分:3934,65,316,网站简介：慕课网（imooc）是it技能学习平台。慕课网(imooc)提供了丰富的移动端开发、php开发、web前端、android开发以及html5等视频教程资源公开课。并且富有交互性及趣味性，你还可...
2305,复旦大学,fudan.edu.cn,得分:3933,66,2228,网站简介：复旦大学官方网站，复旦大学是中央部属、教育部与上海市共建的首批全国重点大学，是国家 “六五”、“七五”、“八五”重点建设、全国首批7所211工程、9所985工程重中之重建...
10912,第一PPT,1ppt.com,得分:3931,67,174,网站简介：第一PPT模板网提供各类PPT模板免费下载，PPT背景图片，PPT素材，PPT模板下载，PPT下载，幻灯片背景图片大全，幻灯片模板下载，幻灯片下载，幻灯片素材，PowerPoint模版免费...
10830,中国教育考试网,neea.edu.cn,得分:3931,68,2224,"网站简介：教育部考试中心为教育部""指定承担教育考试专项职责任务并赋有部分行政管理职能的直属事业单位""。"
19155,中国大学网,unjs.com,得分:3931,69,399,网站简介：中国大学网(www.unjs.com)，包含大学排名、世界及全国高校排名、大学网址导航等；中国大学网站同时提供高考、中考、考研、公务员考试、资格考试、自考、作文、个人工作总结...
9355,超星网,chaoxing.com,得分:3927,70,732,网站简介：超星网为渴求知识的网友提供有价值内容的互动学习平台，拥有国内多的学术视频、教育视频共13万余集，并提供超星电子书在线阅读和下载服务。
9059,考研网,kaoyan.com,得分:3923,71,1226,网站简介：考研网（考研帮）成立于2000年，一直是中国领先的考研交流平台和研究生招生信息网络发布平台。
19138,在线英语听力室,tingroom.com,得分:3923,72,2422,网站简介：在线英语听力室：在线听力、英语听力教程、英语学习、MP3听力下载、英语听力下载、新概念、VOA，四六级英语考试听力等大量英语听力教程。
37735,中考网,zhongkao.com,得分:3918,73,2778,"网站简介：学而思中考网是中考信息门户网站,为广大考生提供：2012年中考、中考报名、2012年中考复习、中考满分作文、中考分数线、2012年中考真题、志愿填报、录取分数线、学习方法等中..."
30129,中国教师网,zgjsks.com,得分:3917,74,2557,网站简介：中国教师网权威发布2015全国中小学及幼儿园教师资格证考试、教师招聘考试、特岗教师招聘考试信息.包括教师考试报名时间、报名入口、考试题库、考试用书、考试培训、考试成绩...
32072,繁体字网,fantizi5.com,得分:3916,75,141,"网站简介：繁体字网(www.fantizi5.com)提供繁体字在线查询,繁体字在线转换功能、甲骨文在线转换功能,并包含了猜字谜,繁体字转换器,甲骨文转换器,火星文转换器等实用工具。"
28028,高考网,gaokao.com,得分:3912,76,1394,网站简介：高考网依托好未来教育强大的教学资源，已实现优秀教学资源共享为己任，建立的适用于高中生学习和交流的专业平台。免费提供2018高考成绩查询功能、新高考政策解读、学习资料...
1594,沪江小D,dict.hjenglish.com,得分:3911,77,761,网站简介：沪江小d，好用的在线词典，拥有丰富可靠的词典数据，提供权威准确的英、日、法、韩、西班牙、德语在线查词、在线翻译服务。
7805,教育部考试中心海外考试报名信息网,etest.net.cn,得分:3910,78,801,网站简介：
5231,中华网军事,military.china.com,得分:3887,79,27545,网站简介：中华网军事频道解读国际政治军事战略格局，见证中国国力军力的腾飞，坚守民族信念与真理，与亿万网友一起守土尽责，缔造中国爱国者的精神家园，共同推进世界和平。国产航母...
20401,医学教育网,med66.com,得分:3886,80,2091,"网站简介：医学教育网（www.med66.com）正保旗下中国超大型国家医学考试网站,常年开展:临床,中医,口腔执业医师考试培训班,执业药师,卫生资格考试辅导班,屡创中国医学考试网上辅导通过..."
58294,评书吧,pingshu8.com,得分:3886,81,517,"网站简介：评书吧是专业的评书网,提供单田芳,袁阔成,刘兰芳等众多名家的经典评书,完全免费的在线收听和高速下载,及时提供新的评书和有声小说作品,全力打造优秀的评书网站"
27650,乐乐课堂,leleketang.com,得分:3880,82,507,网站简介：乐乐课堂是国内领先的中小学个性化在线教育平台。秉承“每天进步多一点”的教育和产品理念，为数千万海量用户提供优质的学习服务。旗下产品有：面向学生的“天天练”，面向...
26263,奥数网,aoshu.com,得分:3874,83,1497,网站简介：奥数网为您提供全国各地奥数学习及小升初信息汇总，包含奥数试题，奥数培训班信息，小学奥数辅导，以及小升初论坛热帖，小升初辅导，小升初试题等信息。
1499,中国研究生招生信息网,yz.chsi.com.cn,得分:3868,84,1110,网站简介：中国研究生招生信息网是隶属于教育部的以考研为主题的官方网站，是教育部唯一指定的研究生入学考试网上报名及调剂网站，主要提供研究生网上报名及调剂、专业目录查询、在线...
11525,17吉他网,www.17jita.com,得分:3862,85,93,网站简介：17吉他网，创建于2010年9月，是一家专门针对吉他爱好者交流、学习与分享的综合性网站平台。
614,中国数字科技馆,cdstm.cn,得分:3860,86,487,网站简介：中国数字科技馆（www.cdstm.cn）。
5200,小站教育,zhan.com,得分:3856,87,211,网站简介：【小站教育】出国留学语言培训和备考资料，专注托福培训、雅思培训、sat、gre、gmat等出国留学语言培训和备考复习资料、考试指南、高分经验等，出国留学语言培训一站式留学...
145,阿里巴巴生意经,baike.1688.com,得分:3849,88,79655,网站简介： 阿里巴巴生意经，是阿里巴巴打造的专业商业知识库，这里包含了常见的商业问题，你也可以找到众多问题的答案，同时我们还会有许多专家共同解决你的问题 
10137,中国论文网,xzbu.com,得分:3846,89,269,"网站简介：学术文献共享网,贡献自己的力量，为祖国的科学技术添砖加瓦！"
18307,听力课堂,tingclass.net,得分:3845,90,772,"网站简介：听力课堂是国内很受欢迎的开放式英语学习网站,提供海量英语听力mp3下载(在线学习和免费下载),以及各种免费学英语资料,让您迅速提升英语水平,攻克英语学习难关!"
2948,中国军网,81.cn,得分:3843,91,804,网站简介：中国军网是经中央军委批准的中国人民解放军唯一新闻门户网站，第一时间向全球网民发布权威军事资讯，追踪军事热点，反映军事动态，介绍国内外新武器发展动态，拥有中国大的...
101243,吴江中学,wjszx.com.cn,得分:3837,92,29,网站简介：本网站为吴江中学学生创办，专门为校内外同学们提供中国古诗词鉴赏！
21621,国家公务员考试网,chinagwy.org,得分:3834,93,1474,网站简介：南京学宝教育科技有限公司旗下网站
316,互动百科,baike.com,得分:3826,94,24590,"网站简介：客观、专业、权威！互动百科是基于中文维基技术(维客,wiki百科)的网络百科全书,是全球知名中文百科网及百科全书。互动百科中文网,助您轻松百科探秘"
15885,EF英孚教育官网,ef.com.cn,得分:3816,95,3722,"网站简介：提供儿童英语、少儿英语、成人英语和商务英语培训课程,采取独特的英语口语和听力培训方式,是您学习英语的首选英语培训机构。"
62021,中国板报网,cnbanbao.cn,得分:3814,96,276,"网站简介：中国板报网有手抄报,手抄报图片,手抄报版面设计图,黑板报,黑板报版面设计图,黑板报图片,以及手抄报花边,手抄报边框等各类素材.办黑板报,手抄报,记得上中国板报网！"
28300,新航道,xhd.cn,得分:3808,97,970,网站简介：新航道国际教育集团—中国英语培训领导品牌，提供雅思、托福、SAT、AP出国考试培训、留学中介服务，外教口语、剑桥青少、个性化学习、派乐多少儿英语、在线网校、冬夏令营、...
61750,编织人生,bianzhirensheng.com,得分:3800,98,1151,网站简介：编织人生手工编织网（www.bianzhirensheng.com）提供时尚毛衣编织教程，钩针编织花样，棒针编织款式，儿童毛衣图案，毛线编织围巾，儿童毛衣织法，diy手工制作俱乐部，十字...
3060,科学网,sciencenet.cn,得分:3798,99,923,网站简介：科学网是由中国科学院、中国工程院和国家自然科学基金委员会主管，中国科学报社主办的综合性科学网站，主要为网民提供快捷权威的科学新闻报道、丰富实用的科学信息服务以及...
2812,万方数据知识服务平台,wanfangdata.com.cn,得分:3797,100,2186,网站简介：万方数据知识服务平台（www.wanfangdata.com.cn）。
9265,中国人事考试网,cpta.com.cn,得分:3790,101,1061,网站简介：人力资源和社会保障部人事考试中心主办
123151,教育部全国中小学教师继续教育网,teacher.com.cn,得分:3785,102,1204,网站简介：教育部全国中小学教师继续教育网（www.teacher.com.cn）。
33983,教育联展网,thea.cn,得分:3779,103,3484,网站简介：教育联展网--教育培训第一门户网，培训信息超市，考试辅导学习资料大全。
3677,清华大学,www.tsinghua.edu.cn,得分:3775,104,3047,网站简介：清华大学官方网站，清华大学的前身是清华学堂，始建于1911年，曾是由美国退还的部分庚子赔款建立的留美预备学校。1912年，清华学堂更名为清华学校。1925年设立大学部，开始...
14357,雅昌艺术网,artron.net,得分:3766,105,2369,网站简介：雅昌艺术网是世界知名的中国艺术品权威门户网站，是雅昌《中国艺术品数据库》的重要应用平台，涵盖字画拍卖，艺术品投资，画廊古董古玩交易信息等，是中国信誉服务专业收藏...
43835,中大网校,wangxiao.cn,得分:3764,106,2548,"网站简介：中大网校开设会计网校,建筑工程网校,外贸网校,公务员网校,英语网校,医药卫生网校,职业资格网校,公务员网校等覆盖8大行业，网校排名全国十佳，中大网校首页。"
4744,知网空间,cnki.com.cn,得分:3762,107,203,网站简介：知网空间是中国知网旗下网站，面向海内外读者提供基础科学、文史哲、工程科技、社会科学、农业、经济与管理科学、医药卫生、信息科技等十大领域的期刊全文、会议论文全文、...
6217,中国大学MOOC(慕课),icourse163.org,得分:3754,108,205,网站简介：中国大学mooc(慕课) 是国内优质的中文mooc学习平台，由爱课程网携手网易云课堂打造。平台拥有包括985高校在内提供的千余门课程，其中首批获得认定的国家精品在线开放课程32...
75491,国家医学考试网,nmec.org.cn,得分:3752,109,517,网站简介：国家医学考试中心（以下简称“中心”）是中华人民共和国国家卫生和计划生育委员会直属事业单位，根据国家有关法律法规及部门规章，承担卫生行业的医学考试和医学人才评价相...
7129,小木虫,muchong.com,得分:3749,110,0,网站简介：小木虫，小木虫论坛，学术科研互动社区。建站于2001年。会员主要来自国内各大院校、科研院所的博硕士研究生，企业研发人员，这里拥有旺盛的人气、良好的交流氛围及广阔的交...
20954,查字典,www.chazidian.com,得分:3747,111,1251,"网站简介：查字典集合在线汉语字典,包括汉语词典,成语词典,英语词典等在线查询工具,是学生查询学习资料的好帮手。"
276,有道词典,cidian.youdao.com,得分:3744,112,1187,网站简介：有道词典是由网易有道出品的全球首款基于搜索引擎技术的全能免费语言翻译软件，为全年龄段学习人群提供优质顺畅的查词翻译服务。
35312,吉林财经大学继续教育学院高新校区,ccutu.com,得分:3744,113,404,"网站简介：吉林财经大学继续教育学院欢迎高考学子来我校就读全日制自考本科.吉林财经大学自考本科学制三年,名师授课,学历 技能教学,100%推荐就业,良好办学信誉成就你的未来！"
8470,家长帮,jzb.com,,,7741,"网站简介：瀹堕暱甯?e搴︾綉,e搴︽暀鑲?瀹跺涵鏁欒偛,瀛╁瓙鏁欒偛,涓皬瀛︽暀鑲?濂芥湭鏉?瀛﹁€屾€? />
"
